picture,xmax,ymax,xmin,ymin
220061_N5.png,132,752,180,787,
220062_D28.png,116,787,198,847,
220063_W24.png,139,809,171,841,
220064_N18.png,112,839,194,863,
220065_N18.png,111,861,195,881,
220066_Q3.png,157,881,198,929,
220067_X1.png,110,894,161,923,
220068_N1.png,105,925,198,948,
220069_N35.png,107,949,201,969,
220070_E34.png,121,982,191,1032,
220071_N35.png,115,1029,189,1048,
220072_M17.png,160,1046,186,1109,
220073_S29.png,128,1047,150,1108,
220074_M29.png,171,1119,199,1193,
220075_G1.png,106,1122,175,1196,
220076_P1.png,105,1197,201,1244,
220077_I9.png,110,1243,196,1271,
220078_M17.png,177,1273,203,1343,
220079_G17.png,111,1277,178,1348,
220080_O50.png,121,1348,180,1394,
220081_D21.png,111,1390,188,1420,
220082_G5.png,108,1419,193,1505,
220083_G29.png,108,1501,192,1585,
220084_Q3.png,258,9,297,56,
220085_X1.png,210,14,258,53,
220086_N1.png,205,54,297,82,
220087_S29.png,258,82,294,169,
220088_M17.png,218,84,252,164,
220089_D36.png,206,161,295,203,
220090_UNKNOWN.png,211,201,291,254,
220091_S29.png,228,253,277,337,
220092_N35.png,205,339,298,362,
220093_E34.png,217,377,286,416,
220094_N35.png,220,415,285,434,
220095_M17.png,256,433,279,496,
220096_S29.png,228,433,252,498,
220097_N35.png,206,510,297,532,
220098_N5.png,224,531,287,576,
220099_M195.png,276,590,296,671,
220100_I10.png,203,595,283,680,
220101_D46.png,208,665,293,694,
220102_O34.png,203,694,295,714,
220103_O50.png,230,708,279,744,
220104_D28.png,213,745,288,802,
220105_W24.png,237,767,265,797,
220106_N18.png,214,796,291,818,
220107_N18.png,211,814,290,837,
220108_Q3.png,255,838,291,881,
220109_X1.png,208,846,256,878,
220110_N1.png,208,878,293,903,
220111_N35.png,209,902,293,926,
220112_N5.png,224,921,280,964,
220113_M29.png,269,956,294,1027,
220114_G1.png,210,962,273,1032,
220115_P1.png,203,1030,295,1076,
220116_I9.png,207,1067,294,1098,
220117_M17.png,270,1093,293,1169,
220118_G17.png,213,1098,274,1176,
220119_M17.png,229,1176,266,1257,
220120_D21.png,212,1260,290,1293,
220121_G29.png,207,1294,289,1367,
220122_O50.png,253,1365,288,1402,
220123_X1.png,205,1369,248,1400,
220124_N18.png,204,1399,292,1423,
220125_D46.png,204,1425,286,1461,
220126_O34.png,206,1459,292,1486,
220127_O50.png,227,1486,267,1523,
220128_D28.png,209,1520,287,1588,
220129_W24.png,226,1554,269,1597,
220130_G17.png,307,5,389,92,
220131_S29.png,370,91,393,172,
220132_G17.png,302,92,372,173,
220133_V31.png,305,173,390,205,
220134_X1.png,344,199,387,225,
220135_X1.png,301,204,349,229,
220136_P98.png,300,228,394,296,
220137_M17.png,357,292,389,373,
220138_W25.png,307,296,356,375,
220139_N35.png,303,371,389,397,
220140_E34.png,320,405,378,450,
220141_N35.png,318,448,383,465,
220142_M17.png,354,466,375,529,
220143_S29.png,323,464,350,525,
220144_UNKNOWN.png,304,545,387,597,
220145_N35.png,302,591,390,612,
220146_M17.png,367,608,391,683,
220147_G17.png,307,614,368,692,
220148_S29.png,329,688,366,769,
220149_S29.png,364,769,390,847,
220150_G1.png,304,769,372,853,
220151_N37.png,303,847,379,871,
220152_N35.png,299,870,387,888,
220153_I9.png,300,887,388,914,
220154_M17.png,367,903,389,983,
220155_D36.png,297,913,371,941,
220156_D21.png,305,941,368,964,
220157_X1.png,317,961,364,979,
220158_UNKNOWN.png,302,979,389,1066,
220159_G17.png,305,1060,384,1146,
220160_UNKNOWN.png,363,1145,388,1227,
220161_G17.png,300,1149,368,1223,
220162_D36.png,297,1224,388,1259,
220163_UNKNOWN.png,299,1258,388,1281,
220164_P98.png,297,1285,386,1344,
220165_M17.png,355,1341,383,1422,
220166_W25.png,304,1344,356,1423,
220167_N35.png,297,1423,384,1447,
220168_E34.png,317,1453,375,1497,
220169_N35.png,314,1495,376,1512,
220170_M17.png,352,1509,372,1568,
220171_S29.png,321,1508,344,1572,
220172_O4.png,417,2,475,58,
220173_G17.png,407,59,485,138,
220174_X1.png,419,136,471,162,
220175_N29.png,449,160,487,207,
220176_V6.png,403,163,438,211,
220177_X6.png,415,199,464,236,
220178_I9.png,396,232,486,262,
220179_D2.png,415,264,478,321,
220180_G17.png,404,317,485,404,
220181_F26.png,395,402,484,461,
220182_N35.png,400,452,486,478,
220183_X1.png,424,474,463,494,
220184_P1.png,395,497,487,537,
220185_G36.png,400,538,483,603,
220186_D21.png,403,600,479,634,
220187_X1.png,423,631,469,652,
220188_D35.png,398,650,484,692,
220189_O50.png,422,686,470,717,
220190_S29.png,448,719,479,803,
220191_W14.png,403,715,447,813,
220192_I9.png,393,802,489,838,
220193_N35.png,393,834,485,853,
220194_I9.png,397,848,485,880,
220195_M23.png,452,868,489,954,
220196_G43.png,398,872,466,957,
220197_G17.png,408,955,483,1033,
220198_UNKNOWN.png,413,1026,468,1134,
220199_G36.png,396,1134,480,1201,
220200_G36.png,398,1199,481,1261,
220201_G36.png,396,1261,480,1325,
220202_D2.png,405,1321,473,1386,
220203_F31.png,403,1381,469,1467,
220204_N29.png,440,1464,481,1514,
220205_X1.png,397,1478,445,1510,
220206_N25.png,397,1513,480,1562,
220207_N31.png,392,1558,482,1598,
220208_G17.png,493,7,581,94,
220209_E34.png,508,110,568,150,
220210_N35.png,501,148,576,165,
220211_M17.png,542,162,566,231,
220212_S29.png,515,166,536,230,
220213_M18.png,538,248,581,338,
220214_M17.png,504,251,534,347,
220215_G17.png,499,340,582,432,
220216_E34.png,509,445,570,484,
220217_N35.png,504,482,572,500,
220218_M17.png,541,500,568,565,
220219_S29.png,514,499,538,567,
220220_M18.png,541,575,580,675,
220221_M17.png,496,579,534,671,
220222_G17.png,498,677,581,757,
220223_V31.png,496,754,578,792,
220224_E34.png,508,807,570,851,
220225_N35.png,504,844,571,866,
220226_M17.png,542,865,568,929,
220227_S29.png,514,862,543,932,
220228_O1.png,502,941,574,987,
220229_D21.png,495,983,576,1012,
220230_D35.png,494,1010,582,1047,
220231_D54.png,503,1043,567,1098,
220232_G43.png,504,1097,569,1190,
220233_N35.png,493,1187,584,1214,
220234_M17.png,545,1220,572,1300,
220235_S29.png,501,1215,529,1301,
220236_E34.png,500,1314,568,1363,
220237_N35.png,501,1359,571,1377,
220238_M17.png,543,1372,565,1435,
220239_S29.png,508,1376,536,1434,
220240_I10.png,491,1443,579,1526,
220241_S29.png,524,1475,554,1554,
220242_I9.png,490,1549,580,1582,
220243_D21.png,593,5,672,39,
220244_S29.png,645,39,676,121,
220245_T14.png,591,42,629,133,
220246_G43.png,593,124,670,211,
220247_U28.png,609,206,665,286,
220248_G17.png,596,281,673,365,
220249_D35.png,589,359,677,400,
220250_O50.png,616,393,659,427,
220251_D35.png,590,424,678,461,
220252_G17.png,593,459,671,543,
220253_E34.png,600,559,663,599,
220254_N35.png,599,597,663,614,
220255_M17.png,635,608,660,677,
220256_S29.png,610,611,632,680,
220257_D28.png,606,695,670,748,
220258_D52.png,590,750,671,791,
220259_E1.png,587,773,674,845,
220260_Q3.png,638,844,676,889,
220261_X1.png,593,850,638,882,
220262_N1.png,589,885,675,915,
220263_S29.png,614,912,654,991,
220264_V13.png,590,986,674,1021,
220265_V13.png,589,1017,674,1055,
220266_G43.png,591,1058,671,1157,
220267_M17.png,618,1159,655,1239,
220268_D21.png,593,1235,664,1266,
220269_O50.png,600,1265,656,1304,
220270_X1.png,601,1306,653,1336,
220271_M23.png,598,1333,658,1424,
220272_G43.png,589,1416,669,1505,
220273_S29.png,612,1506,653,1581,
220274_I10.png,683,3,771,96,
220275_D46.png,693,59,769,85,
220276_M17.png,713,83,749,169,
220277_D21.png,690,170,764,197,
220278_V31.png,686,193,768,235,
220279_N29.png,714,236,761,281,
220280_S29.png,730,276,765,367,
220281_UNKNOWN.png,691,277,730,365,
220282_N35.png,682,358,770,383,
220283_G17.png,685,380,764,470,
220284_D35.png,683,462,774,501,
220285_O50.png,712,491,753,527,
220286_D35.png,684,523,773,558,
220287_G17.png,691,557,768,639,
220288_E34.png,697,661,757,704,
220289_N35.png,693,703,759,719,
220290_M17.png,731,716,758,783,
220291_S29.png,703,719,729,782,
220292_Z11.png,693,795,767,888,
220293_D46.png,686,876,770,913,
220294_G1.png,682,911,773,988,
220295_X1.png,704,982,757,1008,
220296_N14.png,695,1005,764,1064,
220297_S29.png,702,1065,748,1144,
220298_V13.png,682,1138,770,1172,
220299_V13.png,681,1168,769,1201,
220300_G43.png,688,1202,764,1292,
220301_M17.png,706,1290,747,1370,
220302_D21.png,683,1370,765,1398,
220303_O50.png,703,1398,749,1432,
220304_X1.png,696,1432,757,1463,
220305_M23.png,693,1461,754,1541,
220306_E34.png,793,16,851,57,
220307_N35.png,789,53,850,74,
220308_M17.png,828,64,848,136,
220309_S29.png,797,70,822,133,
220310_UNKNOWN.png,778,150,863,294,
220311_I10.png,777,292,867,380,
220312_D46.png,790,339,865,370,
220313_M17.png,816,368,844,453,
220314_D21.png,786,450,859,480,
220315_V31.png,782,479,865,512,
220316_R4.png,784,513,868,560,
220317_X1.png,804,556,852,585,
220318_Q3.png,802,581,852,631,
220319_T21.png,782,630,865,673,
220320_D36.png,779,670,865,698,
220321_G17.png,780,702,861,779,
220322_D35.png,775,778,868,813,
220323_O50.png,806,808,849,843,
220324_D35.png,779,842,865,874,
220325_G17.png,787,874,863,949,
220326_E34.png,792,962,857,1006,
220327_N35.png,789,1005,856,1022,
220328_M17.png,827,1020,851,1084,
220329_S29.png,796,1020,825,1084,
220330_G5.png,779,1101,863,1182,
220331_S29.png,833,1181,858,1262,
220332_M44.png,793,1183,823,1260,
220333_Q3.png,803,1259,849,1304,
220334_D46.png,778,1299,862,1334,
220335_S29.png,811,1327,835,1408,
220336_V13.png,785,1408,862,1438,
220337_V13.png,784,1441,863,1471,
220338_G43.png,788,1471,857,1557,
220339_G17.png,877,0,959,82,
220340_D35.png,872,80,960,120,
220341_O50.png,898,112,937,139,
220342_D35.png,878,142,958,180,
220343_G17.png,878,177,956,262,
220344_E34.png,889,284,950,322,
220345_N35.png,885,319,948,338,
220346_M17.png,923,332,945,394,
220347_S29.png,895,335,920,394,
220348_N5.png,903,411,943,446,
220349_I10.png,873,439,962,514,
220350_D46.png,887,476,961,505,
220351_M17.png,906,504,940,581,
220352_D21.png,881,576,949,600,
220353_V31.png,876,599,956,631,
220354_O29.png,875,629,963,648,
220355_D36.png,876,647,958,679,
220356_G1.png,876,678,960,756,
220357_V28.png,937,745,962,826,
220358_X1.png,880,749,927,779,
220359_U15.png,873,783,942,817,
220360_G39.png,874,824,960,899,
220361_V30.png,886,895,960,929,
220362_X1.png,893,927,951,959,
220363_U15.png,873,960,963,991,
220364_G17.png,881,992,961,1078,
220365_G17.png,881,1071,961,1154,
220366_D35.png,874,1154,962,1191,
220367_O50.png,893,1185,944,1224,
220368_D35.png,873,1224,964,1257,
220369_G17.png,879,1260,958,1345,
220370_E34.png,887,1360,951,1399,
220371_N35.png,887,1399,950,1415,
220372_M17.png,921,1417,946,1481,
220373_S29.png,890,1417,915,1482,
220374_S29.png,994,1,1022,78,
220375_V13.png,970,73,1050,108,
220376_V13.png,973,106,1054,133,
220377_G43.png,982,136,1049,221,
220378_D21.png,970,219,1041,248,
220379_O50.png,983,246,1038,288,
220380_X1.png,983,286,1037,318,
220381_M23.png,987,313,1040,394,
220382_G43.png,980,391,1052,483,
220383_S29.png,989,486,1033,565,
220384_V13.png,971,558,1056,599,
220385_M23.png,986,602,1044,690,
220386_G43.png,981,692,1054,780,
220387_D21.png,974,786,1055,808,
220388_O50.png,993,814,1034,853,
220389_V13.png,972,850,1058,881,
220390_G43.png,977,887,1055,986,
220391_S29.png,994,986,1036,1075,
220392_V13.png,973,1069,1057,1106,
220393_M23.png,983,1108,1050,1189,
220394_G43.png,979,1193,1051,1280,
220395_D21.png,976,1283,1054,1307,
220396_O50.png,995,1311,1040,1350,
220397_V13.png,973,1350,1064,1386,
220398_G43.png,982,1388,1054,1477,
220399_G17.png,978,1478,1055,1560,
220400_D35.png,974,1558,1062,1594,
220401_D21.png,1068,2,1140,26,
220402_Y5.png,1059,28,1148,62,
220403_N35.png,1065,62,1150,79,
220404_UNKNOWN.png,1066,83,1150,112,
220405_UNKNOWN.png,1063,114,1152,142,
220406_UNKNOWN.png,1061,138,1147,165,
220407_S29.png,1094,166,1123,249,
220408_N35.png,1061,246,1151,268,
220409_D36.png,1061,271,1151,303,
220410_UNKNOWN.png,1090,304,1122,382,
220411_D36.png,1064,366,1155,399,
220412_E34.png,1081,422,1138,460,
220413_N35.png,1076,463,1142,475,
220414_M17.png,1117,474,1139,542,
220415_S29.png,1086,480,1115,542,
220416_D2.png,1085,558,1144,623,
220417_UNKNOWN.png,1067,617,1153,649,
220418_UNKNOWN.png,1081,649,1141,769,
220419_U33.png,1117,765,1152,855,
220420_M17.png,1077,768,1110,859,
220421_N35.png,1068,866,1158,888,
220422_Y5.png,1071,887,1155,922,
220423_N35.png,1069,927,1157,949,
220424_G43.png,1074,950,1151,1041,
220425_V28.png,1128,1044,1160,1133,
220426_G43.png,1072,1047,1131,1134,
220427_X1.png,1087,1133,1144,1160,
220428_N1.png,1072,1160,1156,1188,
220429_M17.png,1130,1181,1153,1268,
220430_W25.png,1079,1188,1126,1264,
220431_N35.png,1070,1269,1158,1285,
220432_N35.png,1068,1287,1160,1303,
220433_I9.png,1073,1308,1156,1341,
220434_M17.png,1098,1336,1129,1434,
220435_D36.png,1072,1424,1160,1461,
220436_X1.png,1090,1458,1143,1481,
220437_N31.png,1073,1482,1157,1525,
220438_N35.png,1072,1527,1160,1547,
230000_N35.png,6,45,89,65,
230001_N35.png,4,66,91,83,
230002_I9.png,3,82,88,114,
230003_I9.png,5,112,90,145,
230004_D46.png,8,146,89,178,
230005_Z1.png,16,178,39,215,
230006_Z1.png,32,177,55,216,
230007_Z1.png,50,178,72,211,
230008_Z1.png,66,181,86,212,
230009_M17.png,57,211,88,290,
230010_Q3.png,9,225,63,280,
230011_G43.png,20,292,87,388,
230012_G25.png,8,388,91,459,
230013_G25.png,15,461,89,538,
230014_G25.png,15,540,92,617,
230015_S29.png,35,627,81,712,
230016_G17.png,18,708,91,802,
230017_M23.png,31,793,75,874,
230018_G43.png,16,874,83,956,
230019_W18.png,10,963,90,1031,
230020_X1.png,26,1029,71,1056,
230021_G17.png,12,1057,87,1130,
230022_V28.png,34,1135,80,1221,
230023_N35.png,12,1219,93,1248,
230024_O34.png,12,1252,93,1273,
230025_V31.png,17,1273,88,1314,
230026_D156.png,50,1316,85,1387,
230027_D156.png,17,1321,52,1390,
230028_D156.png,34,1384,70,1450,
230029_G4.png,17,1452,85,1520,
230030_Z1.png,49,1516,69,1554,
230031_O50.png,114,3,165,47,
230032_D21.png,95,43,175,75,
230033_G5.png,99,73,177,158,
230034_G25.png,100,154,183,231,
230035_O50.png,140,231,179,272,
230036_X1.png,99,239,144,266,
230037_N18.png,101,270,185,293,
230038_M4.png,141,291,185,376,
230039_UNKNOWN.png,106,296,145,376,
230040_O50.png,119,375,165,413,
230041_D21.png,98,410,180,445,
230042_N5.png,120,444,171,486,
230043_F35.png,122,487,164,572,
230044_I9.png,105,566,187,596,
230045_D21.png,105,593,178,620,
230046_N35.png,101,618,189,641,
230047_N35.png,101,639,188,661,
230048_E34.png,112,675,177,712,
230049_N35.png,112,711,175,725,
230050_M17.png,147,727,170,785,
230051_S29.png,120,729,141,784,
230052_V28.png,117,796,161,880,
230053_N35.png,98,874,186,899,
230054_D36.png,98,898,183,937,
230055_D28.png,107,933,178,982,
230056_I9.png,99,979,183,1010,
230057_S34.png,118,1006,173,1078,
230058_E34.png,114,1098,172,1134,
230059_N35.png,112,1131,174,1150,
230060_M17.png,150,1147,172,1205,
230061_S29.png,121,1150,145,1207,
230062_V28.png,127,1216,160,1295,
230063_N35.png,101,1293,185,1316,
230064_D36.png,104,1315,186,1346,
230065_D28.png,115,1347,172,1398,
230066_I9.png,102,1396,188,1424,
230067_G26.png,104,1422,185,1494,
230068_F9.png,155,1494,188,1553,
230069_UNKNOWN.png,102,1497,156,1558,
230070_O50.png,235,22,272,51,
230071_X1.png,191,22,230,50,
230072_N18.png,192,50,274,75,
230073_D46.png,192,83,271,114,
230074_O34.png,192,109,275,136,
230075_O50.png,210,136,255,171,
230076_D28.png,192,175,273,228,
230077_W24.png,216,212,251,249,
230078_N18.png,195,249,272,265,
230079_N18.png,195,265,274,282,
230080_Q3.png,235,280,271,324,
230081_X1.png,195,291,237,325,
230082_N1.png,197,326,275,357,
230083_N35.png,194,355,279,384,
230084_G5.png,196,378,278,460,
230085_G25.png,195,457,279,533,
230086_O50.png,242,533,276,572,
230087_X1.png,196,537,238,569,
230088_N18.png,198,568,275,592,
230089_U33.png,241,590,276,663,
230090_M17.png,202,592,233,669,
230091_U28.png,257,661,282,742,
230092_G4.png,197,668,263,743,
230093_P1.png,197,744,280,786,
230094_G5.png,195,787,282,869,
230095_G25.png,196,863,280,931,
230096_O50.png,241,933,280,966,
230097_X1.png,198,940,240,968,
230098_N18.png,198,965,277,986,
230099_U33.png,244,988,276,1069,
230100_M17.png,208,996,237,1072,
230101_M17.png,256,1067,282,1146,
230102_G17.png,197,1072,262,1148,
230103_O50.png,217,1144,267,1183,
230104_D21.png,197,1182,275,1209,
230105_N5.png,211,1209,269,1248,
230106_D46.png,198,1244,279,1276,
230107_O34.png,199,1275,278,1295,
230108_O50.png,219,1291,262,1325,
230109_D28.png,205,1323,275,1384,
230110_W24.png,220,1355,260,1394,
230111_N18.png,200,1391,276,1415,
230112_N18.png,198,1417,276,1435,
230113_Q3.png,218,1442,263,1493,
230114_X1.png,207,1503,270,1531,
230115_W25.png,292,0,337,76,
230116_M17.png,340,0,365,72,
230117_N35.png,282,73,365,97,
230118_E34.png,298,106,358,146,
230119_N35.png,296,145,357,164,
230120_M17.png,336,161,354,217,
230121_S29.png,304,163,325,219,
230122_Q3.png,306,234,347,275,
230123_N35.png,284,272,368,303,
230124_N29.png,332,299,365,345,
230125_UNKNOWN.png,290,301,333,350,
230126_UNKNOWN.png,288,351,364,393,
230127_S29.png,315,390,343,463,
230128_G17.png,293,463,368,537,
230129_D52.png,296,538,369,567,
230130_D21.png,296,564,366,588,
230131_H6.png,329,588,356,645,
230132_H6.png,301,590,335,645,
230133_N35.png,288,643,370,664,
230134_M23.png,300,662,354,732,
230135_G43.png,292,737,369,819,
230136_V28.png,336,819,367,901,
230137_M3.png,294,821,332,901,
230138_N35.png,287,902,369,921,
230139_G17.png,296,923,357,994,
230140_G17.png,294,997,355,1069,
230141_X1.png,306,1066,355,1095,
230142_UNKNOWN.png,310,1098,357,1155,
230143_F30.png,292,1157,373,1202,
230144_D46.png,293,1196,373,1223,
230145_N35.png,291,1227,371,1244,
230146_M23.png,316,1242,348,1304,
230147_G43.png,296,1302,365,1382,
230148_N37.png,294,1383,368,1408,
230149_N35.png,290,1411,371,1429,
230150_V7.png,336,1426,371,1492,
230151_M17.png,299,1428,325,1502,
230152_X1.png,308,1490,358,1516,
230153_F31.png,387,38,446,119,
230154_N29.png,424,123,456,163,
230155_X1.png,380,137,424,164,
230156_N25.png,380,167,459,210,
230157_N31.png,378,207,464,253,
230158_S29.png,428,251,458,335,
230159_V28.png,386,250,420,333,
230160_D46.png,379,334,462,362,
230161_F18.png,383,358,465,387,
230162_N1.png,379,385,463,408,
230163_G17.png,382,405,457,488,
230164_V31.png,382,487,460,516,
230165_M17.png,405,513,443,593,
230166_D21.png,384,592,464,619,
230167_V31.png,379,619,463,655,
230168_Q3.png,422,652,460,704,
230169_V28.png,391,647,417,720,
230170_D54.png,389,717,460,769,
230171_N35.png,382,771,467,784,
230172_E34.png,395,795,456,828,
230173_N35.png,394,831,454,846,
230174_M17.png,428,848,448,908,
230175_S29.png,401,848,423,908,
230176_N29.png,437,937,466,973,
230177_G1.png,383,917,446,992,
230178_G43.png,390,989,461,1079,
230179_G43.png,381,1081,467,1161,
230180_Q3.png,430,1162,463,1206,
230181_X1.png,385,1172,425,1203,
230182_N1.png,384,1207,472,1227,
230183_U1.png,396,1227,466,1278,
230184_D4.png,385,1279,469,1308,
230185_G1.png,388,1305,464,1383,
230186_N35.png,389,1383,469,1403,
230187_I9.png,387,1405,474,1434,
230188_I10.png,388,1436,472,1512,
230189_X1.png,410,1465,459,1494,
230190_Z1.png,423,1499,448,1539,
230191_N35.png,485,8,546,28,
230192_M17.png,522,29,542,85,
230193_S29.png,492,28,514,86,
230194_I10.png,475,96,558,171,
230195_S29.png,500,131,538,202,
230196_I9.png,474,199,560,230,
230197_M17.png,527,231,559,307,
230198_W25.png,478,229,527,306,
230199_N35.png,477,307,560,327,
230200_F13.png,472,326,559,377,
230201_Q3.png,519,375,559,417,
230202_X1.png,475,386,516,417,
230203_Y2.png,475,417,564,451,
230204_M18.png,504,449,542,532,
230205_X1.png,495,527,540,556,
230206_D21.png,481,558,558,585,
230207_I9.png,476,582,564,613,
230208_S29.png,535,610,563,689,
230209_V4.png,482,614,541,687,
230210_N31.png,480,686,560,726,
230211_N35.png,476,722,558,745,
230212_E34.png,496,756,553,795,
230213_N35.png,489,800,555,814,
230214_M17.png,525,811,548,873,
230215_S29.png,498,814,522,876,
230216_D2.png,494,886,545,934,
230217_O1.png,490,933,549,981,
230218_UNKNOWN.png,495,979,545,1031,
230219_I9.png,476,1028,566,1054,
230220_N35.png,480,1057,564,1071,
230221_O4.png,499,1072,556,1118,
230222_N35.png,481,1119,561,1134,
230223_M23.png,503,1136,539,1206,
230224_G43.png,494,1205,561,1289,
230225_F9.png,495,1287,551,1354,
230226_N37.png,485,1354,567,1385,
230227_Z1.png,518,1382,537,1413,
230228_G36.png,482,1400,569,1465,
230229_D35.png,485,1464,570,1497,
230230_N24.png,488,1496,568,1526,
230231_Q3.png,510,1526,544,1563,
230232_G43.png,580,68,648,157,
230233_S29.png,594,155,636,228,
230234_V13.png,571,226,654,260,
230235_M23.png,588,259,642,334,
230236_G43.png,580,335,648,422,
230237_D21.png,573,420,654,446,
230238_O50.png,591,448,633,484,
230239_V13.png,572,484,655,516,
230240_G43.png,579,519,653,605,
230241_G17.png,577,602,651,673,
230242_D35.png,574,671,655,702,
230243_O50.png,594,694,639,727,
230244_D35.png,576,727,658,765,
230245_G17.png,579,765,656,839,
230246_E34.png,587,855,647,895,
230247_N35.png,586,892,649,909,
230248_M17.png,625,908,644,966,
230249_S29.png,593,909,617,968,
230250_D28.png,584,982,649,1030,
230251_UNKNOWN.png,575,1027,653,1051,
230252_UNKNOWN.png,578,1053,659,1111,
230253_Q3.png,623,1110,661,1152,
230254_X1.png,575,1121,622,1148,
230255_N1.png,577,1148,659,1176,
230256_I10.png,579,1170,664,1251,
230257_D46.png,584,1219,665,1249,
230258_M17.png,609,1247,639,1318,
230259_D21.png,583,1318,654,1346,
230260_V31.png,581,1349,666,1383,
230261_N35.png,579,1381,664,1401,
230262_O50.png,602,1399,645,1431,
230263_O50.png,600,1432,641,1469,
230264_Q3.png,604,1469,642,1533,
230265_N35.png,582,1533,669,1557,
230266_D21.png,667,15,745,50,
230267_O50.png,681,46,735,81,
230268_X1.png,676,82,737,113,
230269_M23.png,684,107,731,186,
230270_G43.png,673,185,736,271,
230271_S29.png,691,273,728,348,
230272_V13.png,665,343,754,381,
230273_M23.png,688,377,730,454,
230274_G43.png,677,448,752,533,
230275_D21.png,674,534,746,561,
230276_O50.png,692,561,730,588,
230277_V13.png,671,584,755,619,
230278_G43.png,679,625,743,717,
230279_G17.png,675,718,753,801,
230280_D35.png,670,800,758,830,
230281_O50.png,691,829,739,861,
230282_D35.png,672,864,754,896,
230283_G17.png,675,897,747,972,
230284_E34.png,681,985,747,1022,
230285_N35.png,679,1022,749,1035,
230286_M17.png,724,1037,746,1102,
230287_S29.png,694,1040,713,1104,
230288_Z11.png,679,1116,748,1194,
230289_D46.png,676,1193,756,1226,
230290_X1.png,727,1253,762,1281,
230291_G5.png,675,1224,752,1301,
230292_N14.png,689,1297,750,1353,
230293_I10.png,676,1347,760,1424,
230294_D46.png,683,1393,761,1425,
230295_M17.png,710,1420,735,1505,
230296_D21.png,680,1506,757,1532,
230297_V31.png,680,1534,765,1563,
230298_V13.png,762,57,839,89,
230299_V13.png,766,86,839,122,
230300_G43.png,766,118,839,202,
230301_M17.png,788,206,821,276,
230302_D21.png,766,280,841,301,
230303_O50.png,780,301,826,337,
230304_X1.png,782,336,828,365,
230305_M23.png,781,361,834,444,
230306_G43.png,770,439,839,532,
230307_S29.png,793,533,826,618,
230308_V13.png,767,614,847,645,
230309_M23.png,784,648,829,730,
230310_G43.png,772,728,840,817,
230311_D21.png,768,820,842,844,
230312_O50.png,781,847,831,882,
230313_V13.png,767,881,846,915,
230314_G43.png,769,916,842,1005,
230315_G17.png,771,1003,848,1084,
230316_D35.png,767,1084,851,1112,
230317_O50.png,794,1108,827,1139,
230318_D35.png,766,1138,851,1173,
230319_G17.png,778,1169,840,1242,
230320_E34.png,783,1251,841,1289,
230321_N35.png,780,1286,843,1306,
230322_M17.png,818,1302,840,1368,
230323_S29.png,790,1306,811,1366,
230324_G5.png,771,1379,855,1464,
230325_S29.png,833,1462,858,1541,
230326_Q3.png,795,1468,830,1527,
230327_M44.png,775,1459,791,1544,
230328_E34.png,866,8,927,48,
230329_N35.png,864,43,928,64,
230330_M17.png,905,65,924,134,
230331_S29.png,872,64,896,130,
230332_UNKNOWN.png,854,146,943,263,
230333_S29.png,873,267,918,351,
230334_V13.png,855,347,946,383,
230335_V13.png,852,384,944,418,
230336_G43.png,861,422,938,514,
230337_D21.png,851,513,918,547,
230338_M17.png,917,513,942,613,
230339_O50.png,860,560,911,603,
230340_X1.png,883,598,926,630,
230341_M23.png,876,628,927,717,
230342_G43.png,867,718,936,812,
230343_S29.png,886,814,920,894,
230344_V13.png,853,891,948,925,
230345_M23.png,881,927,924,1007,
230346_G43.png,867,1005,932,1095,
230347_M17.png,892,1096,934,1178,
230348_D21.png,862,1175,944,1206,
230349_O50.png,879,1202,930,1235,
230350_V13.png,866,1235,957,1267,
230351_G43.png,874,1262,945,1358,
230352_G17.png,878,1357,949,1433,
230353_O50.png,893,1428,943,1466,
230354_D35.png,872,1463,949,1493,
230355_G17.png,878,1489,954,1563,
230356_V13.png,952,0,1031,34,
230357_G43.png,961,39,1022,123,
230358_G17.png,951,123,1028,208,
230359_D35.png,952,202,1039,238,
230360_O50.png,973,236,1013,268,
230361_D35.png,950,264,1039,308,
230362_G17.png,960,304,1034,391,
230363_E34.png,966,405,1033,445,
230364_N35.png,965,444,1033,458,
230365_M17.png,1008,459,1029,524,
230366_S29.png,974,459,999,526,
230367_N5.png,975,540,1024,578,
230368_S29.png,986,583,1017,664,
230369_V13.png,960,660,1043,697,
230370_V13.png,952,695,1040,731,
230371_G43.png,965,732,1041,818,
230372_M17.png,1020,822,1047,915,
230373_D21.png,959,822,1023,847,
230374_O50.png,966,849,1020,887,
230375_X1.png,973,886,1019,915,
230376_M23.png,981,919,1025,994,
230377_G43.png,970,996,1043,1085,
230378_S29.png,983,1084,1021,1156,
230379_V13.png,965,1153,1050,1185,
230380_M23.png,982,1183,1027,1259,
230381_G43.png,973,1258,1039,1352,
230382_D21.png,966,1350,1034,1379,
230383_M17.png,1033,1352,1055,1424,
230384_O50.png,984,1383,1024,1419,
230385_V13.png,966,1424,1050,1460,
230386_G43.png,976,1465,1045,1556,
230387_M17.png,1080,0,1108,73,
230388_D36.png,1049,70,1132,106,
230389_X1.png,1071,103,1117,130,
230390_N31.png,1047,130,1134,171,
230391_N35.png,1048,169,1138,191,
230392_V28.png,1072,189,1117,280,
230393_D21.png,1057,276,1133,312,
